variable,n,mean,sd,min,p25,median,p75,max
brent_price,227,64.87370975063736,30.599704826871875,18.705263157894738,38.91176877470356,60.21,89.17602974828375,132.71818181818182
dep_kzt,227,0.4386438088756864,2.645356891339352,-4.065521489634438,-0.3364845235390046,0.0858015934688261,0.45498519220164013,22.159939467109435
inflation_mom,227,0.6489933164826334,0.5904022934340908,-0.30045090202987246,0.2995508979798371,0.5982071677547469,0.7968169649176882,5.069311431551816
oil_log_change,227,0.3349307750192188,9.180373679696325,-31.09355685932109,-4.322062635505475,1.6799800743085846,6.840359776405469,19.758971563204675
usd_kzt,227,179.43566191029518,74.94277473770022,118.1474193548387,137.6973172043011,147.96548387096774,181.6343548387097,378.3793548387097
