observations,start_month,end_month,inflation_mom_mean,inflation_mom_sd,inflation_mom_min,inflation_mom_median,inflation_mom_max,dep_kzt_mean,dep_kzt_sd,dep_kzt_min,dep_kzt_median,dep_kzt_max,oil_log_change_mean,oil_log_change_sd,oil_log_change_min,oil_log_change_median,oil_log_change_max,brent_price_mean,brent_price_sd,brent_price_min,brent_price_median,brent_price_max,usd_kzt_mean,usd_kzt_sd,usd_kzt_min,usd_kzt_median,usd_kzt_max
227,2000-03-01,2019-01-01,0.6489933164826334,0.5904022934340908,-0.30045090202987246,0.5982071677547469,5.069311431551816,0.4386438088756864,2.645356891339352,-4.065521489634438,0.0858015934688261,22.159939467109435,0.3349307750192188,9.180373679696325,-31.09355685932109,1.6799800743085846,19.758971563204675,64.87370975063736,30.599704826871875,18.705263157894738,60.21,132.71818181818182,179.43566191029518,74.94277473770022,118.1474193548387,147.96548387096774,378.3793548387097
