model,outcome,term,estimate,std_error,statistic,p_value,conf_low,conf_high,n,r_squared,first_stage_f,first_stage_p
First stage,Tenge depreciation,oil_log_change,-0.05192473756864183,0.023497240890266793,-2.2098227537068187,0.028182307549809042,-0.09797932971356474,-0.005870145423718914,227,0.08252813046238583,4.883316602800387,0.028182307549809042
